       12	2024-01-22 18:00:47	1	255	1	0
       12	2024-01-23 11:27:38	1	255	1	0
       12	2024-01-23 17:42:23	1	255	1	0
       11	2024-01-23 17:43:41	1	255	1	0
       12	2024-01-24 10:24:39	1	255	1	0
       11	2024-01-24 11:14:11	1	255	1	0
       12	2024-01-24 17:39:55	1	255	1	0
       11	2024-01-24 17:40:55	1	255	1	0
       12	2024-01-27 10:28:42	1	255	1	0
       11	2024-01-27 11:38:01	1	255	1	0
       11	2024-01-27 18:06:05	1	255	1	0
       12	2024-01-27 18:06:13	1	255	1	0
       12	2024-01-28 10:20:43	1	255	1	0
       12	2024-01-28 10:43:11	1	255	1	0
       12	2024-01-28 10:53:58	1	255	1	0
       11	2024-01-28 10:54:10	1	255	1	0
       12	2024-01-28 13:43:58	1	255	1	0
       12	2024-01-28 13:54:41	1	255	1	0
       12	2024-01-28 16:19:04	1	255	1	0
       11	2024-01-28 16:19:38	1	255	1	0
       12	2024-01-29 10:42:32	1	255	1	0
       11	2024-01-29 11:23:57	1	255	1	0
        1	2024-01-29 13:14:19	1	255	1	0
       18	2024-01-29 13:15:23	1	255	1	0
        6	2024-01-29 15:04:09	1	255	1	0
        6	2024-01-29 23:04:45	1	255	1	0
        6	2024-01-29 23:10:49	1	255	1	0
        6	2024-01-31 14:07:15	1	255	1	0
        6	2024-01-31 15:14:54	1	255	1	0
        6	2024-01-31 18:14:54	1	255	1	0
        6	2024-01-31 18:14:54	1	255	1	0
        6	2024-01-29 23:10:49	1	255	1	0
        6	2024-01-31 14:07:15	1	255	1	0
        6	2024-01-31 15:14:54	1	255	1	0
        6	2024-01-31 18:14:54	1	255	1	0
        6	2024-01-31 18:14:54	1	255	1	0
